ID,y,oof_lgb,oof_cat,oof_rank,oof_stack,oof_final
1,1,0.7147857860962559,0.7584034265444164,0.9693247532501413,0.7925822965196253,0.9696653477687436
2,1,0.3676203677096389,0.34655354652856624,0.8145571546588982,0.3169849739315016,0.8134991376436657
3,0,0.07126670583321568,0.07682820808515659,0.15548502108787338,0.09443882990351773,0.1584271779932461
5,0,0.14307257955042302,0.12564259284346024,0.45247619461715727,0.12337519373517185,0.4501065263707118
6,0,0.14354205072329176,0.15907696336403201,0.5197617287708161,0.13766887729774774,0.5258054698030349
9,0,0.20025076912536352,0.17207735653193731,0.6277012044001913,0.1552753643929218,0.6250126817107989
10,0,0.12185231968016666,0.12962836462494637,0.41858341667029003,0.1212725096189927,0.42239517660188125
11,0,0.17657637777109142,0.17227590447693988,0.5963520153050132,0.15038538007187563,0.5972578517906576
12,0,0.16121773783043158,0.16376798478943289,0.5602417496412888,0.1432626085858162,0.5625317042769976
13,0,0.09336006885454064,0.07606110763781081,0.2147484673246663,0.09730500763777203,0.20976274330768005
14,1,0.41646464313189613,0.4158288969703811,0.8440801773990174,0.39446407683007795,0.8441236575503283
15,0,0.04025725004828606,0.04061527990424414,0.014065828949084742,0.07967574150899924,0.013348406452454454
16,0,0.2881030172130992,0.3430258194097692,0.7860341753989304,0.2869492749288991,0.7889908256880734
17,1,0.47925634258852473,0.46574857831203015,0.8690377842514891,0.4652175125647189,0.8683565952142848
19,0,0.4165779210921806,0.43259150530659046,0.8479281707900344,0.40960883675730925,0.8482252851573256
20,0,0.2817188236993394,0.2953615921982146,0.7676855515457194,0.24987897548061316,0.7681928199776801
21,0,0.08125659681216704,0.07068083454179007,0.1659637375538067,0.09386013542945831,0.16261576590286533
22,1,0.2589188029566557,0.24505428491264306,0.7340319144310623,0.21000751830089454,0.733553632766642
23,1,0.7549469912140061,0.7632931313185265,0.976629418670377,0.805999617801671,0.9764337579894778
24,1,0.06613827549042975,0.06571483643436185,0.11080916561589635,0.09024937882608103,0.1114831079612157
25,0,0.1249580504645675,0.10469710738733726,0.3687334231923127,0.11216514916347393,0.3643201878342537
26,0,0.12976029755743954,0.13530074367825667,0.4472150963085352,0.12495607009928998,0.45016449990579305
27,1,0.2557647513109407,0.252521700610471,0.7354884994999783,0.21382411733946322,0.7358435874023508
28,0,0.11404047186290374,0.09603600440600704,0.32127483803643636,0.10726064332373819,0.31757902517500763
29,0,0.14421931276295066,0.1390907152513549,0.48336884212357056,0.12913981359451862,0.48364421641520644
32,1,0.6837444403691012,0.6552008903273826,0.9391060480890474,0.7116279821904546,0.9370552342855487
33,0,0.09916437674807008,0.08431845879149834,0.2530979607809035,0.100910689098174,0.25003985680536833
34,0,0.059525530337901145,0.06229335722344449,0.08696030262185311,0.0883319500913419,0.0880762931721669
37,0,0.09735203323522976,0.08785503807290374,0.2585112396191139,0.10184949968642075,0.2571850950041306
38,0,0.12802719203583224,0.11010088738268398,0.38845167181181794,0.11470377800246115,0.3850312332420251
39,1,0.29245482850909027,0.26820037727373436,0.7607069872603156,0.23440910397550413,0.7593518558777917
40,0,0.20909560849118264,0.18763928353696374,0.6563328840384364,0.16505294924206518,0.6546806382886211
41,0,0.122314653483764,0.10204877153456209,0.3563198399930432,0.11075633590575935,0.3519138513268693
42,0,0.0814161541305739,0.08641814543140655,0.2113135353711031,0.09902083645585025,0.21451657318434134
43,0,0.18957971057865772,0.18859819871199307,0.635331970955259,0.16120923303801668,0.6369262431699929
46,1,0.2639301981324293,0.28251867018589716,0.753445801991391,0.23571321494565958,0.7550183341304694
48,1,0.0986342824995319,0.033232177456465714,0.1419192138788643,0.08475261675635971,0.11117874690203922
49,0,0.05809918635707251,0.05372966999526552,0.06304621940084351,0.08559963723649122,0.06194472223430004
50,0,0.1690283045189701,0.1532620819377077,0.5553502326188096,0.14002085006577458,0.5534733394205545
51,1,0.5219145797820605,0.5059428293661625,0.8840166963781034,0.5201577260468965,0.8829949128222966
52,0,0.08237564682279282,0.0769437383307278,0.18722553154484978,0.09603336509051573,0.18634143513486093
54,0,0.2973386656183834,0.3265921301245116,0.7842732292708379,0.27751771259859787,0.7855269069669696
55,0,0.6150658738936011,0.5936879336859172,0.9108656898126005,0.6366953351660829,0.9095757786570431
56,0,0.15487712666317324,0.1308433689367247,0.48606461150484803,0.12762151983476935,0.48191950374653975
57,0,0.08333071515410659,0.07893768568600683,0.19639984347145528,0.09681980091167976,0.19555922721277738
58,0,0.18238391100712847,0.13595858551856077,0.5406104613244054,0.1349089249907375,0.5341391654709625
59,0,0.49386337227764787,0.5017215657054908,0.8783642767076829,0.5048047465535419,0.8780961491079321
60,0,0.16556164407220403,0.2027739808044824,0.6140701769642158,0.16311818877144127,0.6246358537327711
61,1,0.038985850846843785,0.03512148443492648,0.008000347841210488,0.07803012218966204,0.007000304361059177
62,0,0.21966566171495167,0.20389480789498587,0.6811165702856645,0.17610142002362694,0.6801745003405945
63,1,0.793760808312692,0.8051031894028331,0.9884994999782599,0.8380857802771212,0.9883473194486717
64,1,0.16471992097278068,0.13633774371881283,0.5147397712944041,0.13175258171140197,0.5103410293201153
65,0,0.27294054250174826,0.2615719585806506,0.7492934475411974,0.22440681122813488,0.748713712190385
66,1,0.19583209967958118,0.24868106777999888,0.6870516109396061,0.19561614910360495,0.6955519805208922
67,1,0.7079566671197586,0.7434322873359134,0.9647158572111831,0.7813150559054067,0.9652303723350291
68,0,0.3378083060107354,0.35489630989645066,0.8084047132484021,0.31326526277944844,0.8087887879183153
69,0,0.21671790731781543,0.201136604897529,0.6765294143223619,0.17391665251517444,0.6755800976854066
72,1,0.7301866773421339,0.7098707893789447,0.9620418279055611,0.7656192374439629,0.9613026653332755
73,0,0.17795604738173493,0.18729678293571952,0.617831210052611,0.15801855864302775,0.6214618026870734
74,0,0.15179226520117578,0.16311225436713686,0.5418931257880777,0.1410927502143585,0.5465889821296578
75,0,0.07332026776322415,0.06792370705855187,0.13583199269533458,0.09190181086905969,0.1348609359827239
77,0,0.13982608495437568,0.14461447673083824,0.4856732901430497,0.1306717448293603,0.4882386190703944
78,0,0.3018225276364316,0.24583222250324654,0.7542719248662986,0.22232541489593144,0.7512065741988782
79,1,0.16231171871132818,0.15440475231776185,0.546697682507935,0.13922263165991508,0.5463715813731032
80,1,0.3911706486920127,0.38949311735893744,0.832427496847689,0.3615990111400001,0.8320506688696611
81,0,0.04943984133922793,0.050265858087777414,0.03989303882777512,0.08350455490935514,0.039479977390321316
82,0,0.03969774775903534,0.04259188812499453,0.01643549719553024,0.0801534694739267,0.015870255228488197
83,1,0.10560219125856,0.0880672756013248,0.27931649202139225,0.10315742492201373,0.2758090931489775
84,0,0.16485854687166784,0.11675442880028852,0.47239010391756164,0.12360617690731651,0.4639766946388974
85,0,0.15516580428368107,0.13444644149604362,0.49393451889212575,0.12918523377905944,0.4908039479977391
86,0,0.11017569730792495,0.10376311562596156,0.3320579155615462,0.10945086554435846,0.33159412728089627
87,1,0.26056451594679464,0.2940502374862838,0.756315491977912,0.24257979076810277,0.7589170543646825
88,0,0.12136287591193809,0.09233321977481038,0.3284925431540502,0.10707274133204106,0.321724132933316
90,0,0.7413768865057944,0.7714936503305878,0.9758467759467804,0.8073493917362446,0.9760859167789905
91,1,0.7545971165813382,0.8315264774845129,0.9858906908996043,0.8428200894639147,0.9871443685957361
94,0,0.18012142678987858,0.18864688459004106,0.6221574851080482,0.15916378635704864,0.625809817818166
95,0,0.1294273196567392,0.10529769994711198,0.37947302056611154,0.11311686351926338,0.374567010159862
96,0,0.16400835661281904,0.1380624425358999,0.5173920605243706,0.13236071811122097,0.5134136266794208
98,0,0.06332973068816035,0.06294484132281239,0.09722161833123179,0.08902942550509217,0.09796078090351755
99,0,0.11422454654956685,0.10447169193518877,0.3434279751293534,0.11035498969789527,0.34202936359551867
101,0,0.11913141052625997,0.10379967597292823,0.35349363015783297,0.1108926103092223,0.35047900633360873
102,0,0.08339378268194525,0.08120099879741176,0.20244358450367406,0.09757308151842266,0.20253054480629593
103,0,0.2537675930997641,0.15913344632192822,0.6485281968781251,0.1604001385208918,0.6448686174761221
105,0,0.5896577837946935,0.6309659465158743,0.912952737075525,0.6591290598320216,0.9130107106106062
106,0,0.1200632572401756,0.1157562745608626,0.3837123353189269,0.11554294141345778,0.38416163021580646
107,0,0.13471782705114832,0.15080120190199794,0.4886082003565373,0.13237075823278593,0.4942388799513022
108,0,0.12136043029820823,0.12444153062777422,0.4065176746815079,0.11913229257150128,0.4087569024740206
109,0,0.21371577695148342,0.19980224491886917,0.6726379407800339,0.17250110054049086,0.6718552980564372
110,0,0.4568546772457888,0.44490872266943116,0.8599721727031611,0.43686425712892596,0.8594286708117744
111,0,0.13953203633099992,0.10921625825754525,0.4083873211878777,0.11627707332569642,0.4026406945229502
112,0,0.3436241823949654,0.3292899475253622,0.8022740119135614,0.2949635992349498,0.8014696291143092
113,0,0.7669421106286938,0.8255095776765298,0.987282055741554,0.8424932627907448,0.9880284650057249
114,0,0.07606299624585684,0.06835077776457064,0.1448758641680073,0.09240901794755293,0.14265837645115007
115,0,0.1493822215065354,0.1401788342972415,0.4951519631288317,0.13054953415473045,0.4942533733350725
117,0,0.13230301062095864,0.12664960330815483,0.4341710509152572,0.12189610271913802,0.4344536718987782
118,1,0.7132597192711148,0.713498083137385,0.9598460802643594,0.7631076972203318,0.9593895386755946
119,0,0.0678778480406349,0.07071533462453197,0.12915778946910736,0.092036070081264,0.13091873559719988
121,1,0.7110044267928298,0.7357440431089705,0.9638027740336537,0.7772120050000627,0.964056408249634
123,0,0.3498834009923434,0.33958583188308156,0.8077742510543937,0.30520564427909264,0.8069191414119454
124,1,0.6387091479552094,0.7229548577062823,0.9430844819339972,0.7472406464903641,0.9453599431859357
126,0,0.32443490266250263,0.39765683388804435,0.8157528588199487,0.3437996781697288,0.8187602359522878
127,0,0.0826480345482998,0.08618247420398154,0.21418322535762424,0.09912088466090568,0.21698044842529385
129,1,0.2956736851083458,0.24296165819395119,0.7501413104917605,0.21875661138057548,0.7472788671971244
130,0,0.5450924454380446,0.6043586182309053,0.9013652767511631,0.6194468279379696,0.9018363117236982
131,0,0.1501949122593899,0.14487474723097976,0.5061089612591851,0.1327121669310931,0.5065872429236054
132,0,0.17095667628307334,0.19134118466390643,0.612200530457846,0.15852074318812961,0.6182732582576054
133,0,0.06807677680288812,0.06959880217286873,0.12624461933127526,0.09171396170709399,0.12765772424888036
136,0,0.32939656918744814,0.3350291535746829,0.7996434627592504,0.29462298419050553,0.7995999826079395
137,0,0.09296930854329392,0.08711235670780164,0.24505413278838212,0.10094623617513936,0.2448657187993681
138,0,0.10361650062321766,0.09345406945744325,0.28986042871429196,0.10473679645112735,0.2883023899589838
139,1,0.18227301837481463,0.15903049254258278,0.5848297752076177,0.14529975404530404,0.5818513848428193
141,1,0.39278469708672986,0.4297345475776881,0.8420366102874037,0.3977143702005866,0.8430656405350957
142,0,0.18204535703873778,0.16427678535977253,0.5926562024435845,0.1477118166472574,0.5910981636882763
143,0,0.5198415920457996,0.4615358867935589,0.8758859080829602,0.4777358593664597,0.8741684421061785
144,0,0.07888057107734571,0.09243825028324364,0.221118309491717,0.10067778690928693,0.2279084597881067
146,0,0.22111212997864715,0.2636437326959663,0.7186616809426497,0.21136426495021216,0.7239155325593867
149,0,0.4863424004165472,0.523425354509025,0.8799078220792209,0.5220657035066331,0.8803716103598708
150,0,0.19094962114669017,0.19754245201541232,0.6460715683290578,0.16610181045527592,0.6489122715480383
152,0,0.06562574146814201,0.0802056866619566,0.15083264489760423,0.09473687705110914,0.1566734785570387
153,0,0.15007237155621317,0.17580345085047852,0.5568068176877256,0.14660501522049357,0.565227473658275
154,0,0.094901142474655,0.08168957166778848,0.23572764033218835,0.09939775745359523,0.23235792860559154
155,0,0.2366249038206539,0.18292155296100887,0.67222487934258,0.16882251125839318,0.6685797933243474
156,0,0.08964896738221298,0.07557159022178707,0.20294360624374974,0.09661574807698513,0.1990666260851921
157,0,0.05171313174586517,0.05365383394578588,0.050545675898952126,0.08476788662795959,0.05032102845051234
158,0,0.15208005079534154,0.15784096156368355,0.5340449584764555,0.13877166800943272,0.537211762830268
159,1,0.7082714959789277,0.6922224539531264,0.9534110178703422,0.7468621996358841,0.9521863269417511
160,0,0.730818260645945,0.7599725095751948,0.9725857645984608,0.7977877422029244,0.972506050987724
161,0,0.6792631315214496,0.7724180999019937,0.9628027305535023,0.7917146189418794,0.9651868921837181
162,0,0.3819538918668358,0.4985810850004972,0.852558806904648,0.4564576907501169,0.8565010072901721
163,0,0.17376990709876758,0.16667787473721185,0.5836992912735337,0.14715060781053727,0.5843442468513125
164,0,0.12936863901212078,0.13338630259014056,0.44212791860515677,0.12410442678568244,0.44467150745684597
165,0,0.11679161750979132,0.13420984901419686,0.416518109483021,0.12222803709868767,0.4234966737684247
166,0,0.09914519074575451,0.0931463830544632,0.27749032566633336,0.10394922142959444,0.27714248445584594
167,0,0.08512960985851557,0.06605108610761785,0.16396365059350407,0.0929245894650373,0.15754308158325725
170,0,0.13000202784757847,0.11136961086302762,0.39475629375190224,0.11551533058348197,0.3914662956360422
172,0,0.1314496574390833,0.11690714641420567,0.41019174746728115,0.11789729998733227,0.40765540530747707
173,0,0.11742787632253282,0.12257492095525643,0.39273446671594414,0.11773398993483188,0.3955679232430396
175,0,0.23357586406581912,0.23755497742829,0.7144658463411453,0.19873589692238008,0.7152195022972014
176,1,0.5744070692906253,0.5865184793827686,0.9030610026522892,0.6149185643281516,0.9025754742959838
177,0,0.10688067141185634,0.10989816989770063,0.3393191008304709,0.11118124428215705,0.34171050915257184
178,0,0.37763737466685554,0.3617641610225071,0.8214052784903692,0.33306310396213235,0.8209777236691451
179,0,0.14156327673134164,0.14500680368422272,0.49013000565241965,0.13116058211094156,0.49238372682870263
180,0,0.2542838480124697,0.26167854261455126,0.7394017131179615,0.21923668193660897,0.7402785628360653
182,0,0.07347882560350169,0.08023935431251153,0.17220313926692465,0.09584918531567493,0.17547139730712927
183,0,0.03968091682865272,0.04415115542431741,0.01860950476107657,0.08058332992357065,0.018160209864196992
184,1,0.2257491473198538,0.14754964488015904,0.6093308404713249,0.14877426888394774,0.6037219009522153
185,0,0.14584380625747398,0.14585764619915625,0.49982607939475626,0.13232186723433378,0.5015435453715379
186,1,0.3763519774197367,0.40051456717477685,0.8311013522327058,0.3655778827341588,0.8318042813455658
187,0,0.11446936946283345,0.08971494941328266,0.3051654419757381,0.10507893954396748,0.29983912344014957
188,1,0.518009403630893,0.642504255069172,0.90497412930997,0.6424683001965653,0.9060828731683986
